PID	TID	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
1	5772	n	n	n	n	n	n	n	n
1	5799	n	n	n	n	n	n	n	n
1	6281	n	n	n	n	n	n	n	n
1	6328	n	n	n	n	n	n	n	n
1	6419	n	n	n	n	n	n	n	n
1	6507	n	n	n	n	n	n	n	n
1	6546	n	n	n	n	n	n	n	n
1	7055	n	n	n	n	n	n	n	n
1	7164	n	n	n	n	n	n	n	n
1	7535	n	n	n	n	n	n	n	n
1	7623	n	n	n	n	n	n	n	n
1	7679	n	n	n	n	n	n	n	n
1	8142	n	n	n	n	n	n	n	n
1	8167	n	n	n	n	n	n	n	n
1	8175	n	n	n	n	n	n	n	n
1	8321	n	n	n	n	n	n	n	n
1	8349	n	n	n	n	n	n	n	n
1	8373	n	n	n	n	n	n	n	n
1	8410	n	n	n	n	n	n	n	n
1	8602	n	n	n	n	n	n	n	n
1	8622	n	n	n	n	n	n	n	n
1	8711	n	n	n	n	n	n	n	n
1	8880	n	n	n	n	n	n	n	n
1	9021	n	n	n	n	n	n	n	n
1	9118	n	n	n	n	n	n	n	n
1	9360	n	n	n	n	n	n	n	n
1	9373	n	n	n	n	n	n	n	n
1	9530	n	n	n	n	n	n	n	n
1	9648	n	n	n	n	n	n	n	n
1	9692	n	n	n	n	n	n	n	n
1	9754	n	n	n	n	n	n	n	n
1	9789	n	n	n	n	n	n	n	n
2	47	y	n	y	y	n	y	n	y
2	103	y	n	y	n	n	y	n	y
2	156	y	n	y	n	n	y	n	y
2	163	y	n	y	n	n	y	n	y
2	350	y	n	y	n	n	n	n	y
2	383	n	n	y	n	n	n	n	y
2	451	n	n	y	n	n	n	n	y
2	608	n	n	n	n	n	n	n	y
2	625	n	n	n	n	n	n	n	y
2	875	n	n	n	n	n	n	n	y
2	950	n	n	n	n	n	n	n	y
2	1016	n	n	n	n	n	n	n	n
2	1018	n	n	n	n	n	n	n	n
2	1066	n	n	n	n	n	n	n	n
2	1257	n	n	n	n	n	n	n	n
2	1339	n	n	n	n	n	n	n	n
2	1443	n	n	n	n	n	n	n	n
2	1446	n	n	n	n	n	n	n	n
2	1518	n	n	n	n	n	n	n	n
2	1540	n	n	n	n	n	n	n	n
2	1544	n	n	n	n	n	n	n	n
2	1547	n	n	n	n	n	n	n	n
2	1624	n	n	n	n	n	n	n	n
2	1642	n	n	n	n	n	n	n	n
2	1705	n	n	n	n	n	n	n	n
2	1805	n	n	n	n	n	n	n	n
2	1936	n	n	n	n	n	n	n	n
2	2026	n	n	n	n	n	n	n	n
2	2266	n	n	n	n	n	n	n	n
2	2435	n	n	n	n	n	n	n	n
2	2565	n	n	n	n	n	n	n	n
2	2925	n	n	n	n	n	n	n	n
2	3041	n	n	n	n	n	n	n	n
2	3080	n	n	n	n	n	n	n	n
2	3104	n	n	n	n	n	n	n	n
2	3129	n	n	n	n	n	n	n	n
2	3629	n	n	n	n	n	n	n	n
2	3833	n	n	n	n	n	n	n	n
2	3863	n	n	n	n	n	n	n	n
2	3953	n	n	n	n	n	n	n	n
2	4214	n	n	n	n	n	n	n	n
2	4419	n	n	n	n	n	n	n	n
2	4446	n	n	n	n	n	n	n	n
2	4570	n	n	n	n	n	n	n	n
2	4682	n	n	n	n	n	n	n	n
2	4943	n	n	n	n	n	n	n	n
2	5165	n	n	n	n	n	n	n	n
2	5251	n	n	n	n	n	n	n	n
2	5272	n	n	n	n	n	n	n	n
2	5295	n	n	n	n	n	n	n	n
2	5305	n	n	n	n	n	n	n	n
2	5559	n	n	n	n	n	n	n	n
2	5570	n	n	n	n	n	n	n	n
2	5574	n	n	n	n	n	n	n	n
2	5663	n	n	n	n	n	n	n	n
2	5939	n	n	n	n	n	n	n	n
2	5955	n	n	n	n	n	n	n	n
2	5994	n	n	n	n	n	n	n	n
2	6106	n	n	n	n	n	n	n	n
2	6236	n	n	n	n	n	n	n	n
2	6389	n	n	n	n	n	n	n	n
2	6562	n	n	n	n	n	n	n	n
2	6637	n	n	n	n	n	n	n	n
2	6660	n	n	n	n	n	n	n	n
2	6810	n	n	n	n	n	n	n	n
2	6872	n	n	n	n	n	n	n	n
2	7063	n	n	n	n	n	n	n	n
2	7136	n	n	n	n	n	n	n	n
2	7227	n	n	n	n	n	n	n	n
2	7385	n	n	n	n	n	n	n	n
2	7406	n	n	n	n	n	n	n	n
2	7504	n	n	n	n	n	n	n	n
2	7648	n	n	n	n	n	n	n	n
2	7733	n	n	n	n	n	n	n	n
2	7858	n	n	n	n	n	n	n	n
2	7920	n	n	n	n	n	n	n	n
2	8024	n	n	n	n	n	n	n	n
2	8135	n	n	n	n	n	n	n	n
2	8164	n	n	n	n	n	n	n	n
2	8203	n	n	n	n	n	n	n	n
2	8239	n	n	n	n	n	n	n	n
2	8306	n	n	n	n	n	n	n	n
2	8518	n	n	n	n	n	n	n	n
2	8637	n	n	n	n	n	n	n	n
2	8648	n	n	n	n	n	n	n	n
2	8673	n	n	n	n	n	n	n	n
2	8704	n	n	n	n	n	n	n	n
2	8711	n	n	n	n	n	n	n	n
2	8718	n	n	n	n	n	n	n	n
2	8951	n	n	n	n	n	n	n	n
2	8990	n	n	n	n	n	n	n	n
2	9016	n	n	n	n	n	n	n	n
2	9082	n	n	n	n	n	n	n	n
2	9157	n	n	n	n	n	n	n	n
2	9233	n	n	n	n	n	n	n	n
2	9371	n	n	n	n	n	n	n	n
2	9697	n	n	n	n	n	n	n	n
2	9828	n	n	n	n	n	n	n	n
2	9884	n	n	n	n	n	n	n	n
2	9998	n	n	n	n	n	n	n	n
3	203	y	n	n	y	y	n	n	y
3	213	y	n	n	n	y	n	n	y
3	241	y	n	n	n	y	n	n	y
3	301	y	n	n	n	y	n	n	n
3	375	y	n	n	n	y	n	n	n
3	414	n	n	n	n	n	n	n	n
3	444	n	n	n	n	n	n	n	n
3	514	n	n	n	n	n	n	n	n
3	677	n	n	n	n	n	n	n	n
3	749	n	n	n	n	n	n	n	n
3	789	n	n	n	n	n	n	n	n
3	875	n	n	n	n	n	n	n	n
3	914	n	n	n	n	n	n	n	n
3	1033	n	n	n	n	n	n	n	n
3	1071	n	n	n	n	n	n	n	n
3	1083	n	n	n	n	n	n	n	n
3	1151	n	n	n	n	n	n	n	n
3	1175	n	n	n	n	n	n	n	n
3	1246	n	n	n	n	n	n	n	n
3	1386	n	n	n	n	n	n	n	n
3	1549	n	n	n	n	n	n	n	n
3	1583	n	n	n	n	n	n	n	n
3	1921	n	n	n	n	n	n	n	n
3	2014	n	n	n	n	n	n	n	n
3	2044	n	n	n	n	n	n	n	n
3	2053	n	n	n	n	n	n	n	n
3	2075	n	n	n	n	n	n	n	n
3	2455	n	n	n	n	n	n	n	n
3	2529	n	n	n	n	n	n	n	n
3	2554	n	n	n	n	n	n	n	n
3	2605	n	n	n	n	n	n	n	n
3	2669	n	n	n	n	n	n	n	n
3	2853	n	n	n	n	n	n	n	n
3	2863	n	n	n	n	n	n	n	n
3	2932	n	n	n	n	n	n	n	n
3	2934	n	n	n	n	n	n	n	n
3	2958	n	n	n	n	n	n	n	n
3	3039	n	n	n	n	n	n	n	n
3	3140	n	n	n	n	n	n	n	n
3	3166	n	n	n	n	n	n	n	n
3	3197	n	n	n	n	n	n	n	n
3	3248	n	n	n	n	n	n	n	n
3	3250	n	n	n	n	n	n	n	n
3	3267	n	n	n	n	n	n	n	n
3	3349	n	n	n	n	n	n	n	n
3	3373	n	n	n	n	n	n	n	n
3	3472	n	n	n	n	n	n	n	n
3	3753	n	n	n	n	n	n	n	n
3	3830	n	n	n	n	n	n	n	n
3	3872	n	n	n	n	n	n	n	n
3	3895	n	n	n	n	n	n	n	n
3	3903	n	n	n	n	n	n	n	n
3	3942	n	n	n	n	n	n	n	n
3	4082	n	n	n	n	n	n	n	n
3	4106	n	n	n	n	n	n	n	n
3	4168	n	n	n	n	n	n	n	n
3	4184	n	n	n	n	n	n	n	n
3	4315	n	n	n	n	n	n	n	n
3	4354	n	n	n	n	n	n	n	n
3	4408	n	n	n	n	n	n	n	n
3	4437	n	n	n	n	n	n	n	n
3	4479	n	n	n	n	n	n	n	n
3	4726	n	n	n	n	n	n	n	n
3	4776	n	n	n	n	n	n	n	n
3	4855	n	n	n	n	n	n	n	n
3	4871	n	n	n	n	n	n	n	n
3	4902	n	n	n	n	n	n	n	n
3	5031	n	n	n	n	n	n	n	n
3	5051	n	n	n	n	n	n	n	n
3	5102	n	n	n	n	n	n	n	n
3	5221	n	n	n	n	n	n	n	n
3	5404	n	n	n	n	n	n	n	n
3	5533	n	n	n	n	n	n	n	n
3	5603	n	n	n	n	n	n	n	n
3	5767	n	n	n	n	n	n	n	n
3	5870	n	n	n	n	n	n	n	n
3	5891	n	n	n	n	n	n	n	n
3	6006	n	n	n	n	n	n	n	n
3	6141	n	n	n	n	n	n	n	n
3	6291	n	n	n	n	n	n	n	n
3	6408	n	n	n	n	n	n	n	n
3	6592	n	n	n	n	n	n	n	n
3	6643	n	n	n	n	n	n	n	n
3	6668	n	n	n	n	n	n	n	n
3	6777	n	n	n	n	n	n	n	n
3	6783	n	n	n	n	n	n	n	n
3	6848	n	n	n	n	n	n	n	n
3	7040	n	n	n	n	n	n	n	n
3	7096	n	n	n	n	n	n	n	n
3	7111	n	n	n	n	n	n	n	n
3	7170	n	n	n	n	n	n	n	n
3	7187	n	n	n	n	n	n	n	n
3	7216	n	n	n	n	n	n	n	n
3	7312	n	n	n	n	n	n	n	n
3	7376	n	n	n	n	n	n	n	n
3	7505	n	n	n	n	n	n	n	n
3	7646	n	n	n	n	n	n	n	n
3	7693	n	n	n	n	n	n	n	n
3	7714	n	n	n	n	n	n	n	n
3	7749	n	n	n	n	n	n	n	n
3	7826	n	n	n	n	n	n	n	n
3	7968	n	n	n	n	n	n	n	n
3	7981	n	n	n	n	n	n	n	n
3	8048	n	n	n	n	n	n	n	n
3	8155	n	n	n	n	n	n	n	n
3	8218	n	n	n	n	n	n	n	n
3	8254	n	n	n	n	n	n	n	n
3	8262	n	n	n	n	n	n	n	n
3	8286	n	n	n	n	n	n	n	n
3	8511	n	n	n	n	n	n	n	n
3	8631	n	n	n	n	n	n	n	n
3	8658	n	n	n	n	n	n	n	n
3	8711	n	n	n	n	n	n	n	n
3	8855	n	n	n	n	n	n	n	n
3	8858	n	n	n	n	n	n	n	n
3	8897	n	n	n	n	n	n	n	n
3	8929	n	n	n	n	n	n	n	n
3	8940	n	n	n	n	n	n	n	n
3	9044	n	n	n	n	n	n	n	n
3	9075	n	n	n	n	n	n	n	n
3	9095	n	n	n	n	n	n	n	n
3	9402	n	n	n	n	n	n	n	n
3	9450	n	n	n	n	n	n	n	n
3	9485	n	n	n	n	n	n	n	n
3	9489	n	n	n	n	n	n	n	n
3	9642	n	n	n	n	n	n	n	n
3	9855	n	n	n	n	n	n	n	n
3	9926	n	n	n	n	n	n	n	n
4	108	y	n	y	y	y	y	y	y
4	121	y	n	n	y	y	y	y	n
4	248	y	n	n	y	y	y	y	n
4	251	y	n	n	y	y	n	y	n
4	464	n	n	n	n	y	n	y	n
4	636	n	n	n	n	y	n	y	n
4	666	n	n	n	n	y	n	y	n
4	754	n	n	n	n	y	n	n	n
4	804	n	n	n	n	y	n	n	n
4	848	n	n	n	n	y	n	n	n
4	936	n	n	n	n	y	n	n	n
4	1103	n	n	n	n	n	n	n	n
4	1110	n	n	n	n	n	n	n	n
4	1144	n	n	n	n	n	n	n	n
4	1271	n	n	n	n	n	n	n	n
4	1275	n	n	n	n	n	n	n	n
4	1400	n	n	n	n	n	n	n	n
4	1404	n	n	n	n	n	n	n	n
4	1406	n	n	n	n	n	n	n	n
4	1429	n	n	n	n	n	n	n	n
4	1517	n	n	n	n	n	n	n	n
4	1590	n	n	n	n	n	n	n	n
4	1598	n	n	n	n	n	n	n	n
4	1813	n	n	n	n	n	n	n	n
4	1894	n	n	n	n	n	n	n	n
4	1896	n	n	n	n	n	n	n	n
4	1964	n	n	n	n	n	n	n	n
4	2457	n	n	n	n	n	n	n	n
4	2520	n	n	n	n	n	n	n	n
4	2607	n	n	n	n	n	n	n	n
4	2669	n	n	n	n	n	n	n	n
4	2914	n	n	n	n	n	n	n	n
4	2916	n	n	n	n	n	n	n	n
4	2932	n	n	n	n	n	n	n	n
4	3076	n	n	n	n	n	n	n	n
4	3347	n	n	n	n	n	n	n	n
4	3405	n	n	n	n	n	n	n	n
4	3528	n	n	n	n	n	n	n	n
4	3647	n	n	n	n	n	n	n	n
4	3701	n	n	n	n	n	n	n	n
4	3788	n	n	n	n	n	n	n	n
4	3983	n	n	n	n	n	n	n	n
4	4049	n	n	n	n	n	n	n	n
4	4296	n	n	n	n	n	n	n	n
4	4323	n	n	n	n	n	n	n	n
4	4408	n	n	n	n	n	n	n	n
4	4475	n	n	n	n	n	n	n	n
4	4498	n	n	n	n	n	n	n	n
4	4579	n	n	n	n	n	n	n	n
4	4580	n	n	n	n	n	n	n	n
4	4599	n	n	n	n	n	n	n	n
4	4630	n	n	n	n	n	n	n	n
4	4810	n	n	n	n	n	n	n	n
4	4811	n	n	n	n	n	n	n	n
4	4818	n	n	n	n	n	n	n	n
4	4878	n	n	n	n	n	n	n	n
4	5111	n	n	n	n	n	n	n	n
4	5435	n	n	n	n	n	n	n	n
4	5437	n	n	n	n	n	n	n	n
4	5512	n	n	n	n	n	n	n	n
4	5635	n	n	n	n	n	n	n	n
4	5838	n	n	n	n	n	n	n	n
4	5841	n	n	n	n	n	n	n	n
4	5911	n	n	n	n	n	n	n	n
4	5982	n	n	n	n	n	n	n	n
4	6151	n	n	n	n	n	n	n	n
4	6155	n	n	n	n	n	n	n	n
4	6165	n	n	n	n	n	n	n	n
4	6178	n	n	n	n	n	n	n	n
4	6187	n	n	n	n	n	n	n	n
4	6435	n	n	n	n	n	n	n	n
4	6883	n	n	n	n	n	n	n	n
4	6884	n	n	n	n	n	n	n	n
4	6902	n	n	n	n	n	n	n	n
4	6972	n	n	n	n	n	n	n	n
4	7022	n	n	n	n	n	n	n	n
4	7050	n	n	n	n	n	n	n	n
4	7396	n	n	n	n	n	n	n	n
4	7461	n	n	n	n	n	n	n	n
4	7475	n	n	n	n	n	n	n	n
4	7545	n	n	n	n	n	n	n	n
4	7770	n	n	n	n	n	n	n	n
4	7906	n	n	n	n	n	n	n	n
4	7963	n	n	n	n	n	n	n	n
4	7978	n	n	n	n	n	n	n	n
4	8011	n	n	n	n	n	n	n	n
4	8013	n	n	n	n	n	n	n	n
4	8259	n	n	n	n	n	n	n	n
4	8338	n	n	n	n	n	n	n	n
4	8430	n	n	n	n	n	n	n	n
4	8592	n	n	n	n	n	n	n	n
4	9343	n	n	n	n	n	n	n	n
4	9361	n	n	n	n	n	n	n	n
4	9493	n	n	n	n	n	n	n	n
4	9528	n	n	n	n	n	n	n	n
4	9541	n	n	n	n	n	n	n	n
4	9589	n	n	n	n	n	n	n	n
4	9659	n	n	n	n	n	n	n	n
4	9660	n	n	n	n	n	n	n	n
4	9829	n	n	n	n	n	n	n	n
4	9860	n	n	n	n	n	n	n	n
4	9861	n	n	n	n	n	n	n	n
5	34	y	y	y	n	y	n	y	y
5	119	y	y	y	n	y	n	y	y
5	121	n	y	n	n	y	n	y	y
5	358	n	y	n	n	y	n	y	n
5	369	n	n	n	n	y	n	y	n
5	431	n	n	n	n	n	n	y	n
5	433	n	n	n	n	n	n	n	n
5	531	n	n	n	n	n	n	n	n
5	568	n	n	n	n	n	n	n	n
5	632	n	n	n	n	n	n	n	n
5	823	n	n	n	n	n	n	n	n
5	969	n	n	n	n	n	n	n	n
5	1138	n	n	n	n	n	n	n	n
5	1158	n	n	n	n	n	n	n	n
5	1210	n	n	n	n	n	n	n	n
5	1227	n	n	n	n	n	n	n	n
5	1324	n	n	n	n	n	n	n	n
5	1367	n	n	n	n	n	n	n	n
5	1613	n	n	n	n	n	n	n	n
5	1655	n	n	n	n	n	n	n	n
5	1676	n	n	n	n	n	n	n	n
5	1764	n	n	n	n	n	n	n	n
5	1779	n	n	n	n	n	n	n	n
5	1809	n	n	n	n	n	n	n	n
5	2048	n	n	n	n	n	n	n	n
5	2091	n	n	n	n	n	n	n	n
5	2152	n	n	n	n	n	n	n	n
5	2302	n	n	n	n	n	n	n	n
5	2488	n	n	n	n	n	n	n	n
5	2610	n	n	n	n	n	n	n	n
5	2713	n	n	n	n	n	n	n	n
5	2813	n	n	n	n	n	n	n	n
5	2854	n	n	n	n	n	n	n	n
5	2926	n	n	n	n	n	n	n	n
5	3033	n	n	n	n	n	n	n	n
5	3036	n	n	n	n	n	n	n	n
5	3052	n	n	n	n	n	n	n	n
5	3158	n	n	n	n	n	n	n	n
5	3178	n	n	n	n	n	n	n	n
5	3374	n	n	n	n	n	n	n	n
5	3459	n	n	n	n	n	n	n	n
5	3611	n	n	n	n	n	n	n	n
5	3638	n	n	n	n	n	n	n	n
5	3784	n	n	n	n	n	n	n	n
5	3835	n	n	n	n	n	n	n	n
5	3849	n	n	n	n	n	n	n	n
5	3879	n	n	n	n	n	n	n	n
5	3950	n	n	n	n	n	n	n	n
5	3971	n	n	n	n	n	n	n	n
5	3993	n	n	n	n	n	n	n	n
5	4168	n	n	n	n	n	n	n	n
5	4217	n	n	n	n	n	n	n	n
5	4222	n	n	n	n	n	n	n	n
5	4475	n	n	n	n	n	n	n	n
5	4626	n	n	n	n	n	n	n	n
5	4638	n	n	n	n	n	n	n	n
5	4647	n	n	n	n	n	n	n	n
5	4803	n	n	n	n	n	n	n	n
5	5154	n	n	n	n	n	n	n	n
5	5432	n	n	n	n	n	n	n	n
5	5447	n	n	n	n	n	n	n	n
5	5450	n	n	n	n	n	n	n	n
5	5541	n	n	n	n	n	n	n	n
5	5683	n	n	n	n	n	n	n	n
5	5813	n	n	n	n	n	n	n	n
5	5863	n	n	n	n	n	n	n	n
5	5939	n	n	n	n	n	n	n	n
5	5954	n	n	n	n	n	n	n	n
5	6189	n	n	n	n	n	n	n	n
5	6190	n	n	n	n	n	n	n	n
5	6288	n	n	n	n	n	n	n	n
5	6290	n	n	n	n	n	n	n	n
5	6368	n	n	n	n	n	n	n	n
5	6482	n	n	n	n	n	n	n	n
5	6549	n	n	n	n	n	n	n	n
5	6554	n	n	n	n	n	n	n	n
5	6592	n	n	n	n	n	n	n	n
5	6969	n	n	n	n	n	n	n	n
5	7345	n	n	n	n	n	n	n	n
5	7347	n	n	n	n	n	n	n	n
5	7412	n	n	n	n	n	n	n	n
5	7543	n	n	n	n	n	n	n	n
5	7569	n	n	n	n	n	n	n	n
5	7687	n	n	n	n	n	n	n	n
5	7877	n	n	n	n	n	n	n	n
5	7925	n	n	n	n	n	n	n	n
5	8209	n	n	n	n	n	n	n	n
5	8232	n	n	n	n	n	n	n	n
5	8274	n	n	n	n	n	n	n	n
5	8313	n	n	n	n	n	n	n	n
5	8355	n	n	n	n	n	n	n	n
5	8409	n	n	n	n	n	n	n	n
5	8414	n	n	n	n	n	n	n	n
5	8452	n	n	n	n	n	n	n	n
5	8636	n	n	n	n	n	n	n	n
5	8849	n	n	n	n	n	n	n	n
5	9178	n	n	n	n	n	n	n	n
5	9235	n	n	n	n	n	n	n	n
5	9382	n	n	n	n	n	n	n	n
5	9592	n	n	n	n	n	n	n	n
5	9682	n	n	n	n	n	n	n	n
5	9690	n	n	n	n	n	n	n	n
5	9750	n	n	n	n	n	n	n	n
5	9895	n	n	n	n	n	n	n	n
5	9933	n	n	n	n	n	n	n	n
6	85	y	y	n	n	y	y	y	y
6	136	y	y	n	n	n	y	y	n
6	170	n	y	n	n	n	n	y	n
6	490	n	y	n	n	n	n	y	n
6	824	n	y	n	n	n	n	y	n
6	854	n	y	n	n	n	n	y	n
6	1001	n	y	n	n	n	n	n	n
6	1062	n	y	n	n	n	n	n	n
6	1069	n	n	n	n	n	n	n	n
6	1091	n	n	n	n	n	n	n	n
6	1107	n	n	n	n	n	n	n	n
6	1111	n	n	n	n	n	n	n	n
6	1149	n	n	n	n	n	n	n	n
6	1294	n	n	n	n	n	n	n	n
6	1311	n	n	n	n	n	n	n	n
6	1333	n	n	n	n	n	n	n	n
6	1608	n	n	n	n	n	n	n	n
6	1694	n	n	n	n	n	n	n	n
6	1746	n	n	n	n	n	n	n	n
6	1761	n	n	n	n	n	n	n	n
6	1868	n	n	n	n	n	n	n	n
6	1902	n	n	n	n	n	n	n	n
6	1904	n	n	n	n	n	n	n	n
6	1914	n	n	n	n	n	n	n	n
6	2055	n	n	n	n	n	n	n	n
6	2078	n	n	n	n	n	n	n	n
6	2256	n	n	n	n	n	n	n	n
6	2330	n	n	n	n	n	n	n	n
6	2572	n	n	n	n	n	n	n	n
6	2641	n	n	n	n	n	n	n	n
6	2666	n	n	n	n	n	n	n	n
6	2773	n	n	n	n	n	n	n	n
6	2908	n	n	n	n	n	n	n	n
