UID	EID	site	longitude	latitude	altitude	time_zone	daylight_saving	water_vapor	light_pollution(m/sas)
28	1985	Barcroft Observatory	-156.02528306780468	73.44423477888202	3831.854527110022	UTC-10	n	6.217226552956704	24.990334011445185
29	1023	Gornergrat Observatory	-138.0690269101633	-23.64847514153293	4702.805464601017	UTC-9	n	0.41253729787135707	17.963120519394067
30	1172	Mauna Kea Observatory	112.62690157755958	10.725482360086119	3257.158208518392	UTC+7	n	2.45165611044098	20.164373687297086
31	494	Chacaltaya Astrophysical Observatory	-100.27717119861065	-26.840963256048166	4196.592653186861	UTC-6	n	9.108291176980119	17.942865168266348
31	1913	University of Tokyo Atacama Observatory	-93.40414447841341	-20.07630571010438	1845.493892302697	UTC-6	n	0.30596409029431504	18.376795399297574
31	544	Llano de Chajnantor Observatory	-19.889269686248497	-75.89986194201514	1106.5387683523852	UTC-1	n	0.8235777993403615	19.269036198691662
31	44	Barcroft Observatory	-22.059002866706976	-0.3180510034188302	1476.0223925479595	UTC-1	n	5.983775093899093	16.929715504283493
32	233	European Extremely Large Telescope	153.37691486106738	67.03684916850139	2332.3186174132784	UTC+10	n	2.0690528931977252	22.882643409833907
32	915	Plateau Observatory	-52.8691182489107	79.97637757873258	2960.4333287199397	UTC-3	n	6.976474380822251	17.861317370922805
32	438	Shiquanhe Observatory 	-169.28092072235088	-18.78840278541857	4562.773622030758	UTC-11	n	8.341712017135404	17.031887060289574
33	1192	James Ax Observatory	-158.5317039743105	-49.20282576380378	2956.537620948901	UTC-10	n	8.973295552540764	19.527078891684965
34	1041	Indian Astronomical Observatory	-106.45661261899922	12.724443995802872	985.0253393954167	UTC-7	n	5.6000767954815975	22.68198980185184
35	724	Mauna Kea Observatory	-26.912952104088305	24.56884888826955	181.57998132706	UTC-1	n	0.2812178747300109	19.432758003441048
36	941	Llano del Hato National Astronomical Observatory	160.56731547422785	79.37989426515695	1953.2923080191051	UTC+10	n	0.19125309302857046	15.819321587831919
36	957	Chacaltaya Astrophysical Observatory	-143.72128501887155	-22.226809588935765	1329.5459462416175	UTC-9	n	9.129916960780307	17.315662327912207
37	375	Llano de Chajnantor Observatory	2.013072264735541	26.053565332378938	968.6086438355992	UTC+0	n	7.703804674039025	22.74448032682838
37	238	Mauna Kea Observatory	-64.29528217039467	-7.9850180976288385	2159.613617209248	UTC-4	n	2.5880460327954147	20.65043287939966
37	151	Llano de Chajnantor Observatory	-156.068826621529	53.39569435940098	3488.9017938266115	UTC-10	n	9.136677903691966	22.627008831254763
37	768	Llano de Chajnantor Observatory	30.24892654547955	58.368798585220134	2694.5773943517397	UTC+2	n	5.909747673916267	23.170499125367645
37	1881	Plateau Observatory	-3.7111950982793473	65.99133667013211	97.7329069456118	UTC+0	n	9.885694141604407	23.070966718271308
38	447	Yangbajing International Cosmic Ray Observatory	-102.68724524628486	28.030002570189207	3382.0051980703	UTC-6	n	4.280889353799595	22.767261665551853
38	294	James Ax Observatory	-101.77290329909874	25.19173844042629	4693.690679616972	UTC-6	n	0.2382510525210157	18.78244562479388
39	291	University of Tokyo Atacama Observatory	65.93741511343615	33.54558581251273	3624.345488699865	UTC+4	n	5.507370824120348	23.673341106849588
39	1056	Llano del Hato National Astronomical Observatory	157.36557657301668	-49.78596806344113	4421.565376048887	UTC+10	y	6.464960625075502	16.674504964295487
39	901	Peak Terskol Observatory	119.04466880672301	-75.78617281429274	2631.894160444306	UTC+7	n	6.9411449110567185	19.118418874110283
41	1184	Chacaltaya Astrophysical Observatory	81.41597418410254	12.477209194966367	4615.235472433409	UTC+5	n	3.4077284153963454	21.47237636563033
41	889	High Altitude Water Cherenkov Gamma-Ray Observatory	-90.36379178876436	59.64827103955866	1483.7780370406579	UTC-6	n	0.417919503342129	22.105297991511353
41	355	Chacaltaya Astrophysical Observatory	3.405803085694515	56.467675894462225	3725.318293459533	UTC+0	n	0.998051550360156	20.16191564370343
41	1096	Chacaltaya Astrophysical Observatory	130.08800184994243	-47.91380478193638	1739.5339967006769	UTC+8	n	2.5859556264327823	18.876536072565703
42	759	James Ax Observatory	69.58186955411784	-51.49915771966832	3633.854742969569	UTC+4	n	7.047379300510994	18.399308015665763
42	1629	European Extremely Large Telescope	-109.17229092058912	-68.64534072846702	3766.2524905917326	UTC-7	n	2.6182608318778766	23.763728808616072
42	1841	Llano del Hato National Astronomical Observatory	-59.39900488474238	-33.36456038691946	3291.198168563449	UTC-3	n	0.4185118201710225	21.72688028495369
43	1879	Llano de Chajnantor Observatory	-176.24088488174323	-41.701842377449644	4996.57288185493	UTC-11	n	1.7747104672643963	23.68274148058415
43	1106	Gornergrat Observatory	-42.543474572165735	70.75001186665799	3150.4764020480293	UTC-2	n	2.699389139970953	19.995487335097987
43	1930	James Ax Observatory	159.46615805096755	-52.808141586135996	2602.535866654718	UTC+10	n	4.720035675520887	22.70458730378129
44	1005	Barcroft Observatory	-115.94351085757832	-54.28963302687258	3687.7370594301015	UTC-7	n	5.966223888004282	19.564053982993983
45	1941	High Altitude Water Cherenkov Gamma-Ray Observatory	118.66087883505104	-19.716734946689254	3311.173844088479	UTC+7	n	0.3318152764777327	17.045440524166825
45	359	Notre Dame University-Louaiz Observatory	-137.87972372709817	-9.000267560964216	3836.5613746122776	UTC-9	n	7.402120327145232	24.27117071095641
46	1132	Llano de Chajnantor Observatory	-73.36731344451366	-53.24064973986097	4930.492636359702	UTC-4	n	0.7290599298584444	16.951433486065895
47	1150	Gornergrat Observatory	-175.11086538694542	-1.3744753770832432	4221.760224085871	UTC-11	n	2.0465494716533392	23.44512542527281
48	1168	Sphinx Observatory	-164.03082094434743	-7.646729150083019	643.6358629335331	UTC-10	n	3.1877748834678177	15.773362972794958
48	1885	Barcroft Observatory	-5.860294994960839	-33.276862178760425	1693.1827311257928	UTC+0	n	9.255006653306095	19.44099364329848
48	1261	Yangbajing International Cosmic Ray Observatory	-170.50417100368549	-58.53852190832343	4270.302731873004	UTC-11	n	0.6855455937655175	24.709746350226048
49	646	Atacama Cosmology Telescope	-152.5669003054434	-40.61714124044384	4055.1923582007817	UTC-10	n	2.3937645573580912	24.339219914081802
49	526	Peak Terskol Observatory	-145.67107876501146	18.15015028810562	3592.780451883583	UTC-9	n	2.836371427552511	16.978906124866946
49	803	Iranian National Observatory	-76.64156662748854	-10.862849643019617	3001.7709612460444	UTC-5	n	4.337556100117942	18.944533816327983
50	148	Concordia Station	101.93491119119837	-55.839379059433575	612.1763652223383	UTC+6	n	1.907250455010632	19.87155795417655
50	1022	University of Tokyo Atacama Observatory	-118.56292000002459	46.5589433550521	3376.961681726556	UTC-7	n	8.975011263201441	21.15450841901537
51	1931	Very Long Baseline Array	169.6249531892856	-73.74014638743688	414.79277804403085	UTC+11	n	0.390143836051986	19.99371210059896
51	1410	Large Millimeter Telescope	15.521176307446892	60.597341539365225	4077.3742377899903	UTC+1	n	7.187836386696071	21.484373519072708
51	1758	Iranian National Observatory	-1.6928704910309589	8.076689054688442	116.19485899489409	UTC+0	n	9.885079380424925	22.50503888688537
52	881	Magdalena Ridge Observatory	112.81120876755762	-71.04089534313584	93.16647995197658	UTC+7	y	6.869840768325533	24.246961039814238
52	1811	University of Tokyo Atacama Observatory	-171.6924241441931	62.177871767525176	2054.551916208367	UTC-11	n	6.958048417220611	15.068587323173649
53	423	European Extremely Large Telescope	-168.70806331050508	14.344928806713398	2042.2986087294823	UTC-11	n	7.3463072442903075	19.815660033587253
53	620	European Extremely Large Telescope	169.997032362872	-62.62202133680692	1342.4753092644926	UTC+11	n	7.00696655824655	17.670330814907967
54	1769	James Ax Observatory	-119.60091596371528	-3.027879237671641	856.3697272507982	UTC-7	n	6.5003950923525275	20.931901778750944
55	271	High Altitude Water Cherenkov Gamma-Ray Observatory	-61.92094657179145	27.64249892987138	4025.6198193384007	UTC-4	n	6.969627175477671	20.18510374129505
55	1189	Chacaltaya Astrophysical Observatory	85.83696002834802	-17.95203632031813	784.9779447990329	UTC+5	n	8.019466735204201	19.27962051718821
56	645	Mauna Loa Observatory	-124.37873568868696	-8.109260108885778	1721.7291435184839	UTC-8	n	9.912057294893977	23.58544690164563
56	106	Mount Graham International Observatory	168.7353677492583	75.01655377687814	830.4829436272878	UTC+11	n	2.5470062762888315	16.700687013348812
57	1599	Llano del Hato National Astronomical Observatory	57.484449061008995	-65.46089648392996	718.1575861909282	UTC+3	n	7.898512488357941	15.623109302799328
57	171	Meyer-Womble Observatory	131.90801589881545	50.08472379692	4074.1251252722423	UTC+8	n	6.739961496589736	15.567945649499464
57	1540	Llano del Hato National Astronomical Observatory	56.64508693914331	24.98657078832181	3.423394211400721	UTC+3	n	3.8444301704957695	16.590664061074413
58	1677	Indian Astronomical Observatory	136.96614403334496	79.34260122603844	520.1443866309004	UTC+9	n	2.235537201782404	16.42131356997331
59	1559	Large Millimeter Telescope	-130.36864511235302	-9.346489969726138	3470.505497772724	UTC-8	n	1.100716914213722	20.26538467502349
59	693	Mauna Kea Observatory	-167.56598929383998	-39.736865094042074	2158.4054444867543	UTC-11	n	2.2654835836197833	16.309767511809007
59	987	Llano del Hato National Astronomical Observatory	88.33702973216214	-64.64153251922987	18.88462229328596	UTC+5	n	0.4169517932900979	19.682887924441644
60	775	Magdalena Ridge Observatory	117.3127281641215	34.564130920349434	4991.033948954229	UTC+7	n	2.5073228176468785	21.352731698626393
60	692	Mauna Loa Observatory	-55.027015350158365	24.26982291425369	2046.584616811457	UTC-3	n	2.495486469895152	20.776224468748282
60	257	Yangbajing International Cosmic Ray Observatory	-102.8996828383607	44.67742039910463	2.8311317308459927	UTC-6	n	3.7006735374986692	20.61471229812902
61	804	Llano de Chajnantor Observatory	-134.65618023594723	44.26201915154543	1476.9721705317124	UTC-8	n	3.0915639544299065	15.787741344646232
61	1063	Llano de Chajnantor Observatory	-88.11493923539257	7.777580031599456	4329.019075791106	UTC-5	n	9.494588284231012	24.888945926684734
61	502	Atacama Cosmology Telescope	32.56836603004277	75.81284297958507	707.0344879324471	UTC+2	n	6.1749304947402415	20.878008540164643
62	208	Large Millimeter Telescope	28.893308503494097	55.840985014415	2287.885721579525	UTC+1	n	1.249733515267374	21.929392102355415
63	1831	Mauna Kea Observatory	41.86055148318428	20.949487517691352	1522.6076323341165	UTC+2	n	0.5714201691174059	16.459867800906277
63	1847	Mount Graham International Observatory	128.5283257605294	64.09465894567879	1421.3421317018951	UTC+8	y	3.9188244661829734	15.48067185375032
63	888	University of Tokyo Atacama Observatory	50.02827324082176	3.159330979370424	3285.4367776558	UTC+3	n	3.2633194757052237	16.437743113210107
64	1238	James Ax Observatory	5.9686441565035855	-58.79896689227401	1657.988504899653	UTC+0	n	5.748699239272722	24.88957761653677
64	1505	Gornergrat Observatory	17.337416734610112	-1.9443599521196404	4979.736387847594	UTC+1	n	1.1868423312514187	15.244961992862807
65	80	Plateau Observatory	162.2782534761549	59.32918002028592	4193.8313026481765	UTC+10	n	4.972819358275922	24.657571754149398
65	1710	Haleakala Observatory	49.96028156680643	45.83338478223546	4854.342836763376	UTC+3	n	7.041000177289714	21.663053368954195
66	1651	Iranian National Observatory	-101.84306732286824	-39.11235254381955	3544.992156454543	UTC-6	n	5.381366418898637	24.566423247785007
66	1226	Magdalena Ridge Observatory	-105.73179033984933	-14.657554314950106	4353.724553999439	UTC-7	n	1.7815268640973023	15.817974268576426
67	213	Very Long Baseline Array	83.05389983021928	-20.679497377193673	1718.76218287844	UTC+5	n	3.2309928441689437	22.3023978072721
67	204	Chacaltaya Astrophysical Observatory	118.929028758987	1.3700294008152696	4150.299363607632	UTC+7	n	1.5889953687792269	24.30568309230237
67	1164	Llano del Hato National Astronomical Observatory	63.331267993476466	-60.096612677908716	299.24239663417734	UTC+4	n	1.813861632780771	23.063871405049877
68	1244	Llano del Hato National Astronomical Observatory	-179.4824743215246	-12.618666706667128	3397.104031680899	UTC-11	n	6.664624684226927	17.515480844806362
68	1086	Magdalena Ridge Observatory	150.22222798367847	1.866687851239675	4931.7792930051255	UTC+10	n	1.0149161163167997	23.134671705545625
68	1690	Receiver Lab Telescope	1.1856235291811856	79.35658633574229	3209.57871616457	UTC+0	n	7.208224400047849	22.821582730566732
69	1784	Notre Dame University-Louaiz Observatory	-171.79919931642985	-79.27256167967171	171.25279705038216	UTC-11	y	8.065185517677559	17.724065726715104
69	1837	Chacaltaya Astrophysical Observatory	11.054691994439736	77.27431721515255	1426.295805146843	UTC+0	n	4.887789733358362	24.86364873526947
70	33	Atacama Cosmology Telescope	-154.65754632001997	72.3485768929059	2242.585018774305	UTC-10	n	7.386461203388981	19.220608951316343
70	1407	Peak Terskol Observatory	-23.400577288385364	78.70689821853824	3782.269195314228	UTC-1	n	3.4053930496414333	24.498132171268477
71	671	Haleakala Observatory	-97.02987308660654	35.623246536299426	2759.072632237808	UTC-6	n	5.656963218761009	20.316325219346947
71	938	Large Millimeter Telescope	77.21216508793913	38.340406158132474	230.66630086388162	UTC+5	n	0.4346845310815993	23.222943951024746
72	1190	European Extremely Large Telescope	149.87421150201158	-59.48288267009551	3874.6665973723743	UTC+9	n	8.85836209594603	19.28292254269559
72	515	Sphinx Observatory	71.35827109961772	-1.4352639570692531	4125.0125017928085	UTC+4	n	1.3566963596077464	18.29400953348642
73	1089	Sphinx Observatory	139.57994213591235	69.3080588778835	962.3026494436293	UTC+9	n	1.5778227377284126	19.54052091764993
73	123	Llano del Hato National Astronomical Observatory	68.89750420283292	54.76478664835105	1937.5356478610581	UTC+4	n	9.045489861552266	17.145617833654228
74	1940	Magdalena Ridge Observatory	-127.60813082424892	43.15363932329539	1463.293694830016	UTC-8	n	5.7168406005100545	18.48990083989649
74	217	Gornergrat Observatory	-153.4533086968107	33.657837637849354	4256.867351035067	UTC-10	n	8.473436393150383	15.970916779024565
75	295	Sphinx Observatory	61.86835377386458	39.48201889984503	3879.930764742597	UTC+4	n	5.477688086130517	23.096896556060774
75	1500	Large Latin American Millimeter Array	147.8390858976147	-8.292207310821766	2253.0599931162874	UTC+9	n	7.189529156584481	19.291496468413406
75	1139	Atacama Cosmology Telescope	73.20613249569935	-23.25438184378817	5117.2053358006315	UTC+4	n	5.2313615680902315	20.615710704147702
76	282	Yangbajing International Cosmic Ray Observatory	-45.25077928785561	-29.354485445445146	3365.9331528679827	UTC-3	n	9.568915387845689	16.811033444482884
76	134	High Altitude Water Cherenkov Gamma-Ray Observatory	-166.05622188921654	36.23539388407941	2718.0576680830827	UTC-11	n	0.8623517590585639	21.244168661789786
76	580	Large Latin American Millimeter Array	-19.128968864584923	-44.24681073810827	1555.7209078762353	UTC-1	n	2.5739893036367265	18.559119743198885
76	79	Atacama Cosmology Telescope	-58.97165209353537	68.58898642436088	625.8935128554533	UTC-3	n	8.594115455205984	17.228651530466102
77	1992	Barcroft Observatory	6.355313335506054	-71.41700889480828	2209.3775897577857	UTC+0	n	0.09552902158686316	21.60036201239083
77	1638	Llano del Hato National Astronomical Observatory	56.60020064389085	74.63443566737268	4957.4742667953005	UTC+3	n	1.1605742764313751	20.94729425410802
78	1962	Peak Terskol Observatory	-135.06154444391217	-18.063725948118726	1897.7946162643168	UTC-9	n	8.630371897662599	20.876663521957052
79	825	Shiquanhe Observatory 	-132.58272545799562	23.179864089542466	2285.213046216109	UTC-8	n	1.9880024823991969	23.037914426630024
80	1440	James Ax Observatory	-169.3354795800094	71.57877425486521	4791.839089209379	UTC-11	y	4.595496348094049	16.380445248323692
81	1357	Mount Graham International Observatory	-111.74462016748785	-66.76588261167008	4211.825670151785	UTC-7	n	6.2612102312760625	24.096018457787107
81	567	Meyer-Womble Observatory	107.49900980337162	-23.320793396965062	2398.542685507029	UTC+7	n	8.49492035501278	20.657214024246045
81	601	University of Tokyo Atacama Observatory	-173.29653104333735	-6.425157891660148	2160.340914517013	UTC-11	n	0.305142341778728	23.18149027165065
81	1865	Sphinx Observatory	66.34159592757672	-70.47640858773086	4971.385002038123	UTC+4	n	5.978971694790187	16.679134323559257
82	1775	Mauna Kea Observatory	-29.753611875530087	67.52427222128838	1885.4149089797766	UTC-1	n	4.230076360134042	16.390829904440878
82	856	Haleakala Observatory	149.78379741599076	3.74498236992153	2091.2764700087428	UTC+9	n	6.048960238320969	18.1727989266189
84	753	Mount Graham International Observatory	-149.7632418216815	13.121429597889788	346.0546692562404	UTC-9	n	2.46609110033552	21.543307322726235
84	953	Very Long Baseline Array	132.479102251842	55.5795336724449	2758.9761513444814	UTC+8	n	2.6416546220344275	23.836870618065227
86	1988	Gornergrat Observatory	-13.367740801913724	25.20067240127075	3111.348235399127	UTC+0	n	4.496777150814522	20.59731568509619
86	826	Barcroft Observatory	-159.8855673714255	-5.155816308895695	4710.036798448334	UTC-10	n	5.251265006905017	20.147073343065212
86	1907	Peak Terskol Observatory	-155.60578571969955	1.137772954850945	3397.4397377178657	UTC-10	n	2.7501896507700674	21.30650684410004
87	1909	Sphinx Observatory	20.34694708741952	60.1206701885096	84.68888636397591	UTC+1	y	2.4918743528843312	15.842555873602645
88	1804	Gornergrat Observatory	-50.34616064476222	79.92107657982605	2232.005038276261	UTC-3	y	7.32358226271052	15.217960196640485
88	50	Magdalena Ridge Observatory	66.00701251447387	-56.902025411315364	1850.7979009951	UTC+4	n	6.297579629942511	21.552365081240282
89	741	Barcroft Observatory	-30.606521754886646	22.67931853321619	1672.3200416596505	UTC-2	y	3.3336012461158293	24.207207751339514
90	1374	Peak Terskol Observatory	-32.25377240309913	-18.97457088212421	3933.38569170448	UTC-2	n	7.317085930832441	22.947524767548284
91	814	European Extremely Large Telescope	-39.37161296253845	-71.91093846716987	2624.566320574193	UTC-2	n	2.5158997500198543	19.315441042685798
91	1525	Magdalena Ridge Observatory	40.058055848295346	78.31376338001344	2602.005766785784	UTC+2	n	5.920940546700917	17.122489226163612
92	509	Llano del Hato National Astronomical Observatory	35.48004919952646	-25.484629326581913	4401.72513385907	UTC+2	n	0.5892999628209851	16.475904219025107
92	1601	Haleakala Observatory	24.701914366655984	-24.602243281950336	2654.4090979010793	UTC+1	n	4.300169489595617	21.540854030021954
93	778	Yangbajing International Cosmic Ray Observatory	106.28595842107036	27.781956852866763	2649.258133351892	UTC+7	n	9.501028152076863	22.856443614214054
93	369	Chacaltaya Astrophysical Observatory	116.22766564229592	75.27682431692517	554.1063349870973	UTC+7	n	6.538285505570839	15.557637349111106
95	950	James Ax Observatory	-44.84905405836403	30.7818234855747	310.4307016017078	UTC-2	n	6.701053104350604	16.797088914758284
96	1208	Plateau Observatory	-164.41773922989745	-76.53523050272392	213.252817933865	UTC-10	y	9.897768825447123	21.492611113722297
96	444	Indian Astronomical Observatory	-87.88939689823415	-49.71232212235798	383.63261542193743	UTC-5	n	3.8801355113484814	19.074553273531123
97	512	Llano de Chajnantor Observatory	64.89819946474307	31.055419966011485	910.196075532816	UTC+4	n	9.804351567243874	24.01415123784543
97	1558	Meyer-Womble Observatory	32.46139202571939	-52.268649141763966	597.5784858772128	UTC+2	n	9.603045545883244	21.704554213619765
98	1401	Chacaltaya Astrophysical Observatory	-56.02021753815959	-30.818430029547663	3812.1803113415804	UTC-3	n	6.271956835591594	21.289348297491863
99	551	Mount Graham International Observatory	-149.66771042074708	-11.865678810486289	249.8227370071426	UTC-9	n	7.647642437909478	23.189470130056076
99	908	High Altitude Water Cherenkov Gamma-Ray Observatory	-153.51546471610698	7.8926242101063915	3854.996171158833	UTC-10	n	7.9004268786365	17.700223984960402
